GlyTouCanAccession	MotifAccession	Label	Alignment
G00594AV	GGM.000003	I antigen	Substructure
G00594AV	GGM.000005	Type 1 LN	Substructure
G00594AV	GGM.000006	Type 1 LN2	Substructure
G00594CD	GGM.000001	Type 2 LN	Substructure
G00594CD	GGM.000005	Type 1 LN	Substructure
G00598IA	GGM.000001	Type 2 LN	Substructure
G00598IA	GGM.000005	Type 1 LN	Substructure
G00598IA	GGM.000015	a-Gal antigen	Substructure
G00598IA	GGM.000036	Blood group H (type 2)	Substructure
G00598IA	GGM.000037	Blood group B (type 2)	Substructure
G00598IA	GGM.000042	Blood group H (type 1)	Substructure
G00598IA	GGM.000043	Blood group B (type 1)	Substructure
G00598SQ	GGM.000001	Type 2 LN	Substructure
G00598SQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00601UG	GGM.000001	Type 2 LN	Substructure
G00601UG	GGM.000005	Type 1 LN	Substructure
G00602IR	GGM.000001	Type 2 LN	Substructure
G00602IR	GGM.000005	Type 1 LN	Substructure
G00602IR	GGM.000015	a-Gal antigen	Substructure
G00606LX	GGM.000001	Type 2 LN	Substructure
G00606LX	GGM.000018	Lewis x	Substructure
G00608BN	GGM.000005	Type 1 LN	Substructure
G00623OI	GGM.000001	Type 2 LN	Substructure
G00623OI	GGM.000002	Type 2 LN2	Substructure
G00623OI	GGM.000005	Type 1 LN	Substructure
G00623OI	GGM.000018	Lewis x	Substructure
G00629DY	GGM.000001	Type 2 LN	Substructure
G00629DY	GGM.000005	Type 1 LN	Substructure
G00629DY	GGM.000018	Lewis x	Substructure
G00629DY	GGM.000020	Lewis a	Substructure
G00631XZ	GGM.000001	Type 2 LN	Substructure
G00633GI	GGM.000001	Type 2 LN	Substructure
G00636QL	GGM.000016	LacdiNAc	Substructure
G00636QL	GGM.000049	4'-sulfated LDN	Substructure
G00639LM	GGM.000001	Type 2 LN	Substructure
G00639LM	GGM.000005	Type 1 LN	Substructure
G00639LM	GGM.000018	Lewis x	Substructure
G00639LM	GGM.000020	Lewis a	Substructure
G00641XC	GGM.000001	Type 2 LN	Substructure
G00641XC	GGM.000005	Type 1 LN	Substructure
G00641XC	GGM.000026	2,6-sialyl-Sulfo-LN	Nonreducing-End
G00641XC	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00646SN	GGM.000001	Type 2 LN	Substructure
G00646SN	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00647HI	GGM.000001	Type 2 LN	Substructure
G00647HI	GGM.000018	Lewis x	Substructure
G00647HI	GGM.000022	Sialyl Lewis x	Nonreducing-End
G00647HI	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00647HI	GGM.000036	Blood group H (type 2)	Substructure
G00647RA	GGM.000015	a-Gal antigen	Substructure
G00650AC	GGM.000001	Type 2 LN	Substructure
G00650AC	GGM.000018	Lewis x	Substructure
G00652BK	GGM.000001	Type 2 LN	Substructure
G00652BK	GGM.000002	Type 2 LN2	Substructure
G00652BK	GGM.000003	I antigen	Substructure
G00652BK	GGM.000005	Type 1 LN	Substructure
G00652BK	GGM.000006	Type 1 LN2	Substructure
G00652BK	GGM.000036	Blood group H (type 2)	Substructure
G00652BK	GGM.000042	Blood group H (type 1)	Substructure
G00653TI	GGM.000001	Type 2 LN	Substructure
G00653TI	GGM.000002	Type 2 LN2	Substructure
G00653TI	GGM.000036	Blood group H (type 2)	Substructure
G00654GN	GGM.000001	Type 2 LN	Substructure
G00654GN	GGM.000005	Type 1 LN	Substructure
G00654GN	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00657YY	GGM.000001	Type 2 LN	Substructure
G00657YY	GGM.000005	Type 1 LN	Substructure
G00659GQ	GGM.000001	Type 2 LN	Substructure
G00659GQ	GGM.000018	Lewis x	Substructure
G00659GQ	GGM.000022	Sialyl Lewis x	Nonreducing-End
G00659GQ	GGM.000025	6'-Sulfo-sialyl Lewis x	Nonreducing-End
G00659GQ	GGM.000027	6-Sulfo-sialyl Lewis x	Nonreducing-End
G00659GQ	GGM.000028	6,6'-bisSulfo-Lewis x	Nonreducing-End
G00659GQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00660CI	GGM.000001	Type 2 LN	Substructure
G00660CI	GGM.000036	Blood group H (type 2)	Substructure
G00661RU	GGM.000001	Type 2 LN	Substructure
G00661RU	GGM.000005	Type 1 LN	Substructure
G00662IB	GGM.000001	Type 2 LN	Substructure
G00662IB	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00662UH	GGM.000001	Type 2 LN	Substructure
G00662UH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00666EC	GGM.000001	Type 2 LN	Substructure
G00666EC	GGM.000036	Blood group H (type 2)	Substructure
G00667DQ	GGM.000001	Type 2 LN	Substructure
G00667DQ	GGM.000005	Type 1 LN	Substructure
G00667DQ	GGM.000018	Lewis x	Substructure
G00667DQ	GGM.000020	Lewis a	Substructure
G00667DQ	GGM.000022	Sialyl Lewis x	Nonreducing-End
G00667DQ	GGM.000024	Sialyl Lewis a	Nonreducing-End
G00667DQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00670OT	GGM.000001	Type 2 LN	Substructure
G00672PE	GGM.000001	Type 2 LN	Substructure
G00672PE	GGM.000018	Lewis x	Substructure
G00672PE	GGM.000022	Sialyl Lewis x	Nonreducing-End
G00672PE	GGM.000025	6'-Sulfo-sialyl Lewis x	Nonreducing-End
G00672PE	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00673KJ	GGM.000001	Type 2 LN	Substructure
G00673KJ	GGM.000015	a-Gal antigen	Substructure
G00674IG	GGM.000001	Type 2 LN	Substructure
G00674IG	GGM.000005	Type 1 LN	Substructure
G00674IG	GGM.000018	Lewis x	Substructure
G00674IG	GGM.000019	Lewis y	Substructure
G00674IG	GGM.000020	Lewis a	Substructure
G00674IG	GGM.000021	Lewis b	Substructure
G00674IG	GGM.000022	Sialyl Lewis x	Nonreducing-End
G00674IG	GGM.000024	Sialyl Lewis a	Nonreducing-End
G00674IG	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00674IG	GGM.000036	Blood group H (type 2)	Substructure
G00674IG	GGM.000042	Blood group H (type 1)	Substructure
G00674IG	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G00675GF	GGM.000001	Type 2 LN	Substructure
G00675GF	GGM.000002	Type 2 LN2	Substructure
G00675GF	GGM.000003	I antigen	Substructure
G00675GF	GGM.000005	Type 1 LN	Substructure
G00675GF	GGM.000006	Type 1 LN2	Substructure
G00675GF	GGM.000018	Lewis x	Substructure
G00675GF	GGM.000019	Lewis y	Substructure
G00675GF	GGM.000020	Lewis a	Substructure
G00675GF	GGM.000021	Lewis b	Substructure
G00675GF	GGM.000036	Blood group H (type 2)	Substructure
G00675GF	GGM.000042	Blood group H (type 1)	Substructure
G00675GF	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G00677JU	GGM.000016	LacdiNAc	Substructure
G00677JU	GGM.000049	4'-sulfated LDN	Substructure
G00682IE	GGM.000009	T antigen	Whole-Glycan
G00688XN	GGM.000001	Type 2 LN	Substructure
G00688XN	GGM.000005	Type 1 LN	Substructure
G00688XN	GGM.000006	Type 1 LN2	Substructure
G00688XN	GGM.000020	Lewis a	Substructure
G00691NS	GGM.000001	Type 2 LN	Substructure
G00691NS	GGM.000002	Type 2 LN2	Substructure
G00691NS	GGM.000004	i antigen	Substructure
G00696YZ	GGM.000001	Type 2 LN	Substructure
G00696YZ	GGM.000002	Type 2 LN2	Substructure
G00696YZ	GGM.000004	i antigen	Substructure
G00696YZ	GGM.000018	Lewis x	Substructure
G00696YZ	GGM.000022	Sialyl Lewis x	Nonreducing-End
G00696YZ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00705XW	GGM.000001	Type 2 LN	Substructure
G00705XW	GGM.000018	Lewis x	Substructure
G00706AL	GGM.000001	Type 2 LN	Substructure
G00706AL	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00706VT	GGM.000001	Type 2 LN	Substructure
G00706YM	GGM.000001	Type 2 LN	Substructure
G00706YM	GGM.000015	a-Gal antigen	Substructure
G00707RC	GGM.000001	Type 2 LN	Substructure
G00707RC	GGM.000018	Lewis x	Substructure
G00707RC	GGM.000029	3'-Sulfo-Lewis x	Substructure
G00709CF	GGM.000001	Type 2 LN	Substructure
G00709CF	GGM.000005	Type 1 LN	Substructure
G00709CF	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00717KJ	GGM.000001	Type 2 LN	Substructure
G00717KJ	GGM.000005	Type 1 LN	Substructure
G00727QV	GGM.000001	Type 2 LN	Substructure
G00727QV	GGM.000018	Lewis x	Substructure
G00727QV	GGM.000022	Sialyl Lewis x	Nonreducing-End
G00727QV	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00728SN	GGM.000001	Type 2 LN	Substructure
G00728SN	GGM.000002	Type 2 LN2	Substructure
G00728SN	GGM.000018	Lewis x	Substructure
G00728SN	GGM.000022	Sialyl Lewis x	Nonreducing-End
G00728SN	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00729QB	GGM.000005	Type 1 LN	Substructure
G00729SA	GGM.000001	Type 2 LN	Substructure
G00729SA	GGM.000036	Blood group H (type 2)	Substructure
G00729SA	GGM.000038	Blood group A (type 2)	Substructure
G00736YF	GGM.000001	Type 2 LN	Substructure
G00736YF	GGM.000005	Type 1 LN	Substructure
G00738BQ	GGM.000001	Type 2 LN	Substructure
G00740UU	GGM.000016	LacdiNAc	Substructure
G00740UU	GGM.000049	4'-sulfated LDN	Substructure
G00743WU	GGM.000016	LacdiNAc	Substructure
G00743WU	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G00743WU	GGM.000050	Sialylated LDN	Nonreducing-End
G00745CN	GGM.000001	Type 2 LN	Substructure
G00745CN	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G00745GK	GGM.000016	LacdiNAc	Substructure
G00745RY	GGM.000001	Type 2 LN	Substructure
G00745RY	GGM.000005	Type 1 LN	Substructure
G00745RY	GGM.000036	Blood group H (type 2)	Substructure
G00745RY	GGM.000042	Blood group H (type 1)	Substructure
G00747KK	GGM.000016	LacdiNAc	Substructure
G00747UC	GGM.000001	Type 2 LN	Substructure
G00757LJ	GGM.000001	Type 2 LN	Substructure
G00757LJ	GGM.000005	Type 1 LN	Substructure
G00761MZ	GGM.000001	Type 2 LN	Substructure
G00761MZ	GGM.000002	Type 2 LN2	Substructure
G00761MZ	GGM.000036	Blood group H (type 2)	Substructure
G00761PI	GGM.000001	Type 2 LN	Substructure
G00761PI	GGM.000005	Type 1 LN	Substructure
G00761PI	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00774OZ	GGM.000001	Type 2 LN	Substructure
G00774OZ	GGM.000002	Type 2 LN2	Substructure
G00774OZ	GGM.000005	Type 1 LN	Substructure
G00774OZ	GGM.000006	Type 1 LN2	Substructure
G00774OZ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00780PN	GGM.000001	Type 2 LN	Substructure
G00780PN	GGM.000005	Type 1 LN	Substructure
G00780PN	GGM.000018	Lewis x	Substructure
G00780PN	GGM.000020	Lewis a	Substructure
G00780PN	GGM.000022	Sialyl Lewis x	Nonreducing-End
G00780PN	GGM.000024	Sialyl Lewis a	Nonreducing-End
G00780PN	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00783BQ	GGM.000001	Type 2 LN	Substructure
G00783BQ	GGM.000005	Type 1 LN	Substructure
G00783PW	GGM.000001	Type 2 LN	Substructure
G00783PW	GGM.000005	Type 1 LN	Substructure
G00786XQ	GGM.000001	Type 2 LN	Substructure
G00786XQ	GGM.000002	Type 2 LN2	Substructure
G00787AF	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G00787XJ	GGM.000001	Type 2 LN	Substructure
G00787XJ	GGM.000005	Type 1 LN	Substructure
G00788HS	GGM.000001	Type 2 LN	Substructure
G00788HS	GGM.000002	Type 2 LN2	Substructure
G00788HS	GGM.000004	i antigen	Substructure
G00788HS	GGM.000005	Type 1 LN	Substructure
G00788HS	GGM.000006	Type 1 LN2	Substructure
G00788HS	GGM.000007	Type 1 LN3	Substructure
G00788HS	GGM.000018	Lewis x	Substructure
G00788HS	GGM.000020	Lewis a	Substructure
G00788HS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00789BB	GGM.000001	Type 2 LN	Substructure
G00789VI	GGM.000001	Type 2 LN	Substructure
G00789VI	GGM.000018	Lewis x	Substructure
G00789VI	GGM.000036	Blood group H (type 2)	Substructure
G00797ZX	GGM.000001	Type 2 LN	Substructure
G00797ZX	GGM.000015	a-Gal antigen	Substructure
G00797ZX	GGM.000036	Blood group H (type 2)	Substructure
G00797ZX	GGM.000037	Blood group B (type 2)	Substructure
G00800WJ	GGM.000001	Type 2 LN	Substructure
G00800WJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00802AJ	GGM.000001	Type 2 LN	Substructure
G00802AJ	GGM.000069	P1 antigen	Whole-Glycan
G00802PL	GGM.000001	Type 2 LN	Substructure
G00802PL	GGM.000002	Type 2 LN2	Substructure
G00802PL	GGM.000005	Type 1 LN	Substructure
G00802PL	GGM.000006	Type 1 LN2	Substructure
G00802PL	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00802PL	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G00802PL	GGM.000036	Blood group H (type 2)	Substructure
G00802PL	GGM.000038	Blood group A (type 2)	Substructure
G00802PL	GGM.000042	Blood group H (type 1)	Substructure
G00802PL	GGM.000044	Blood group A (type 1)	Substructure
G00803TF	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G00805TZ	GGM.000001	Type 2 LN	Substructure
G00805TZ	GGM.000016	LacdiNAc	Substructure
G00810PC	GGM.000001	Type 2 LN	Substructure
G00810PC	GGM.000002	Type 2 LN2	Substructure
G00814BW	GGM.000001	Type 2 LN	Substructure
G00814BW	GGM.000018	Lewis x	Substructure
G00814BW	GGM.000022	Sialyl Lewis x	Nonreducing-End
G00814BW	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00814BW	GGM.000036	Blood group H (type 2)	Substructure
G00817BI	GGM.000001	Type 2 LN	Substructure
G00821JS	GGM.000001	Type 2 LN	Substructure
G00821JS	GGM.000005	Type 1 LN	Substructure
G00821JS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00822CX	GGM.000001	Type 2 LN	Substructure
G00822CX	GGM.000005	Type 1 LN	Substructure
G00822CX	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00826SV	GGM.000001	Type 2 LN	Substructure
G00828CZ	GGM.000001	Type 2 LN	Substructure
G00828CZ	GGM.000018	Lewis x	Substructure
G00828CZ	GGM.000022	Sialyl Lewis x	Nonreducing-End
G00828CZ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00830CM	GGM.000001	Type 2 LN	Substructure
G00830CM	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00835TJ	GGM.000001	Type 2 LN	Substructure
G00835TJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00839XF	GGM.000001	Type 2 LN	Substructure
G00839XF	GGM.000002	Type 2 LN2	Substructure
G00839XF	GGM.000005	Type 1 LN	Substructure
G00839XF	GGM.000006	Type 1 LN2	Substructure
G00839XF	GGM.000018	Lewis x	Substructure
G00839XF	GGM.000020	Lewis a	Substructure
G00839XF	GGM.000031	Lex-Lex	Substructure
G00842OY	GGM.000001	Type 2 LN	Substructure
G00842OY	GGM.000018	Lewis x	Substructure
G00845KS	GGM.000001	Type 2 LN	Substructure
G00845KS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00851XQ	GGM.000001	Type 2 LN	Substructure
G00851XQ	GGM.000002	Type 2 LN2	Substructure
G00851XQ	GGM.000004	i antigen	Substructure
G00851XQ	GGM.000018	Lewis x	Substructure
G00852XI	GGM.000015	a-Gal antigen	Substructure
G00862ZV	GGM.000001	Type 2 LN	Substructure
G00862ZV	GGM.000005	Type 1 LN	Substructure
G00862ZV	GGM.000018	Lewis x	Substructure
G00862ZV	GGM.000020	Lewis a	Substructure
G00864TV	GGM.000001	Type 2 LN	Substructure
G00864TV	GGM.000018	Lewis x	Substructure
G00866EV	GGM.000075	LcGg4	Whole-Glycan
G00868ZN	GGM.000001	Type 2 LN	Substructure
G00868ZN	GGM.000005	Type 1 LN	Substructure
G00868ZT	GGM.000001	Type 2 LN	Substructure
G00868ZT	GGM.000005	Type 1 LN	Substructure
G00874FC	GGM.000016	LacdiNAc	Substructure
G00874FC	GGM.000017	Fucosylated LDN	Substructure
G00874QE	GGM.000001	Type 2 LN	Substructure
G00874QE	GGM.000005	Type 1 LN	Substructure
G00875VP	GGM.000001	Type 2 LN	Substructure
G00875VP	GGM.000005	Type 1 LN	Substructure
G00875VP	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00883DO	GGM.000001	Type 2 LN	Substructure
G00884ZO	GGM.000001	Type 2 LN	Substructure
G00884ZO	GGM.000002	Type 2 LN2	Substructure
G00886GB	GGM.000001	Type 2 LN	Substructure
G00886GB	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00887EN	GGM.000001	Type 2 LN	Substructure
G00887EN	GGM.000002	Type 2 LN2	Substructure
G00891GP	GGM.000001	Type 2 LN	Substructure
G00891GP	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00893FE	GGM.000001	Type 2 LN	Substructure
G00893FE	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00895EF	GGM.000001	Type 2 LN	Substructure
G00895EF	GGM.000002	Type 2 LN2	Substructure
G00895EF	GGM.000005	Type 1 LN	Substructure
G00895EF	GGM.000006	Type 1 LN2	Substructure
G00895EF	GGM.000036	Blood group H (type 2)	Substructure
G00895EF	GGM.000042	Blood group H (type 1)	Substructure
G00895OR	GGM.000001	Type 2 LN	Substructure
G00895OR	GGM.000005	Type 1 LN	Substructure
G00895OR	GGM.000018	Lewis x	Substructure
G00895OR	GGM.000020	Lewis a	Substructure
G00897BY	GGM.000001	Type 2 LN	Substructure
G00897BY	GGM.000002	Type 2 LN2	Substructure
G00899LR	GGM.000001	Type 2 LN	Substructure
G00899LR	GGM.000005	Type 1 LN	Substructure
G00899LR	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00901NZ	GGM.000001	Type 2 LN	Substructure
G00901NZ	GGM.000018	Lewis x	Substructure
G00901NZ	GGM.000019	Lewis y	Substructure
G00901NZ	GGM.000036	Blood group H (type 2)	Substructure
G00901NZ	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G00906HD	GGM.000015	a-Gal antigen	Substructure
G00907IC	GGM.000001	Type 2 LN	Substructure
G00907IC	GGM.000005	Type 1 LN	Substructure
G00907IC	GGM.000018	Lewis x	Substructure
G00907IC	GGM.000020	Lewis a	Substructure
G00908JO	GGM.000001	Type 2 LN	Substructure
G00909PI	GGM.000001	Type 2 LN	Substructure
G00909PI	GGM.000005	Type 1 LN	Substructure
G00909PI	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00910MI	GGM.000001	Type 2 LN	Substructure
G00910MI	GGM.000005	Type 1 LN	Substructure
G00910WD	GGM.000001	Type 2 LN	Substructure
G00915DI	GGM.000001	Type 2 LN	Substructure
G00915XC	GGM.000016	LacdiNAc	Substructure
G00923KH	GGM.000001	Type 2 LN	Substructure
G00923KH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00924FH	GGM.000001	Type 2 LN	Substructure
G00924FH	GGM.000015	a-Gal antigen	Substructure
G00924FH	GGM.000036	Blood group H (type 2)	Substructure
G00924FH	GGM.000037	Blood group B (type 2)	Substructure
G00932UQ	GGM.000001	Type 2 LN	Substructure
G00944OL	GGM.000001	Type 2 LN	Substructure
G00944OL	GGM.000005	Type 1 LN	Substructure
G00944OL	GGM.000020	Lewis a	Substructure
G00944OL	GGM.000024	Sialyl Lewis a	Nonreducing-End
G00945TF	GGM.000001	Type 2 LN	Substructure
G00945TF	GGM.000005	Type 1 LN	Substructure
G00945TF	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00948WV	GGM.000001	Type 2 LN	Substructure
G00948WV	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00950FJ	GGM.000001	Type 2 LN	Substructure
G00950FJ	GGM.000002	Type 2 LN2	Substructure
G00950FJ	GGM.000003	I antigen	Substructure
G00950FJ	GGM.000005	Type 1 LN	Substructure
G00950FJ	GGM.000006	Type 1 LN2	Substructure
G00955WX	GGM.000001	Type 2 LN	Substructure
G00955WX	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00960PA	GGM.000001	Type 2 LN	Substructure
G00960PA	GGM.000005	Type 1 LN	Substructure
G00960PA	GGM.000018	Lewis x	Substructure
G00960PA	GGM.000020	Lewis a	Substructure
G00966RI	GGM.000001	Type 2 LN	Substructure
G00966RI	GGM.000015	a-Gal antigen	Substructure
G00967VH	GGM.000001	Type 2 LN	Substructure
G00967VH	GGM.000002	Type 2 LN2	Substructure
G00967VH	GGM.000004	i antigen	Substructure
G00969CV	GGM.000001	Type 2 LN	Substructure
G00969CV	GGM.000002	Type 2 LN2	Substructure
G00969CV	GGM.000005	Type 1 LN	Substructure
G00969CV	GGM.000006	Type 1 LN2	Substructure
G00969CV	GGM.000036	Blood group H (type 2)	Substructure
G00969CV	GGM.000038	Blood group A (type 2)	Substructure
G00969CV	GGM.000042	Blood group H (type 1)	Substructure
G00969CV	GGM.000044	Blood group A (type 1)	Substructure
G00970XH	GGM.000001	Type 2 LN	Substructure
G00970XH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00974IQ	GGM.000001	Type 2 LN	Substructure
G00974IQ	GGM.000005	Type 1 LN	Substructure
G00974IQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00975ZH	GGM.000001	Type 2 LN	Substructure
G00975ZH	GGM.000005	Type 1 LN	Substructure
G00975ZH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00978GW	GGM.000001	Type 2 LN	Substructure
G00978GW	GGM.000002	Type 2 LN2	Substructure
G00978GW	GGM.000004	i antigen	Substructure
G00978GW	GGM.000018	Lewis x	Substructure
G00978GW	GGM.000022	Sialyl Lewis x	Nonreducing-End
G00978GW	GGM.000031	Lex-Lex	Substructure
G00978GW	GGM.000032	SDLex	Nonreducing-End
G00978GW	GGM.000033	VIM-2	Nonreducing-End
G00978GW	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00978TF	GGM.000001	Type 2 LN	Substructure
G00979HB	GGM.000001	Type 2 LN	Substructure
G00979HB	GGM.000016	LacdiNAc	Substructure
G00979MH	GGM.000001	Type 2 LN	Substructure
G00979MH	GGM.000005	Type 1 LN	Substructure
G00979MH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G00979XR	GGM.000001	Type 2 LN	Substructure
G00980BE	GGM.000001	Type 2 LN	Substructure
G00980BE	GGM.000002	Type 2 LN2	Substructure
G00982CE	GGM.000001	Type 2 LN	Substructure
G00982CE	GGM.000016	LacdiNAc	Substructure
G00982QD	GGM.000005	Type 1 LN	Substructure
G00986YT	GGM.000001	Type 2 LN	Substructure
G00987BN	GGM.000001	Type 2 LN	Substructure
G00987BN	GGM.000005	Type 1 LN	Substructure
G00995HW	GGM.000001	Type 2 LN	Substructure
G00995HW	GGM.000002	Type 2 LN2	Substructure
G00995HW	GGM.000015	a-Gal antigen	Substructure
G00996YC	GGM.000001	Type 2 LN	Substructure
G00997UP	GGM.000001	Type 2 LN	Substructure
G00998NI	GGM.000001	Type 2 LN	Substructure
G01001RL	GGM.000001	Type 2 LN	Substructure
G01001RL	GGM.000002	Type 2 LN2	Substructure
G01001RL	GGM.000018	Lewis x	Substructure
G01004EH	GGM.000001	Type 2 LN	Substructure
G01004EH	GGM.000005	Type 1 LN	Substructure
G01004EH	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G01004EH	GGM.000036	Blood group H (type 2)	Substructure
G01004EH	GGM.000042	Blood group H (type 1)	Substructure
G01012GL	GGM.000001	Type 2 LN	Substructure
G01012GL	GGM.000002	Type 2 LN2	Substructure
G01012GL	GGM.000005	Type 1 LN	Substructure
G01014QJ	GGM.000001	Type 2 LN	Substructure
G01014QJ	GGM.000005	Type 1 LN	Substructure
G01014QJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G01023RC	GGM.000001	Type 2 LN	Substructure
G01028CW	GGM.000001	Type 2 LN	Substructure
G01031EZ	GGM.000001	Type 2 LN	Substructure
G01033BK	GGM.000001	Type 2 LN	Substructure
G01033BK	GGM.000005	Type 1 LN	Substructure
G01033BK	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G01034MJ	GGM.000001	Type 2 LN	Substructure
G01034MJ	GGM.000005	Type 1 LN	Substructure
G01034MJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G01040ZV	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G01044XE	GGM.000001	Type 2 LN	Substructure
G01044XE	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G01044ZK	GGM.000001	Type 2 LN	Substructure
G01044ZK	GGM.000002	Type 2 LN2	Substructure
G01044ZK	GGM.000005	Type 1 LN	Substructure
G01044ZK	GGM.000006	Type 1 LN2	Substructure
G01044ZK	GGM.000018	Lewis x	Substructure
G01044ZK	GGM.000020	Lewis a	Substructure
G01050GH	GGM.000001	Type 2 LN	Substructure
G01050GH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G01056RH	GGM.000001	Type 2 LN	Substructure
G01069AK	GGM.000001	Type 2 LN	Substructure
G01077MG	GGM.000001	Type 2 LN	Substructure
G01077MG	GGM.000016	LacdiNAc	Substructure
G01077MG	GGM.000017	Fucosylated LDN	Substructure
G01077MO	GGM.000001	Type 2 LN	Substructure
G01077MO	GGM.000005	Type 1 LN	Substructure
G01077MO	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G01079BO	GGM.000001	Type 2 LN	Substructure
G01079BO	GGM.000005	Type 1 LN	Substructure
