glytoucan_acc	glytoucan_type	glycan_mass	glycan_permass	base_composition	composition	topology	monosaccharides
G00979XR	Saccharide	1478.53934912	1842.94625094	G72787SB	G75216TK	G33094KK	8
G00982CE	Saccharide	2598.96757191	3201.64052492	G30630UO	G00996DG	G84510SG	14
G00982QD	Saccharide	1275.45997651	1597.81992812	G57776ZU	G86288VS	G44298KL	7
G00983HB	Composition	1382.50698635	1746.91388817	G31242JK	G00983HB		8
G00986YT	Saccharide	1640.59217262	2047.04602465	G10486CT	G73811LP	G23934NS	9
G00992PS	Saccharide	312.105647	410.21519749	G25325JY	G96227FY	G00992PS	2
G00995HW	Saccharide	2313.8351011	2874.4611039	G85987RP	G11787WA	G91005GM	13
G00996DG	Composition	2598.96757191	3201.64052492	G30630UO	G00996DG		14
G00997UP	Saccharide	1258.44466078	1580.80461239	G60682PF	G75245DX	G15509XY	6
G00998NI	Saccharide	1786.65008149	2221.13523366	G83555HU	G01924ZE	G27658AJ	10
G01001RL	Saccharide	3231.18395128	3988.02905506	G15881BW	G35527OZ	G24054GU	18
G01010HI	Topology	820.29608631	1030.53083736	G42932DS	G66768WN	G01010HI	4
G01028CW	Saccharide	2153.79792767	2686.39263033	G26881UW	G55017JL	G28165YP	12
G01028VL	Composition	1423.53353545	1787.94043727	G45347KF	G01028VL		8
G01031EZ	Saccharide	2079.76114819	2598.34020078	G66715AB	G51464JJ	G13841GG	11
G01034MJ	Saccharide	2513.87842253	3130.56702561	G84044GC	G88057TN	G72179WW	12
G01040ZV	Saccharide	674.23817744	856.44162835	G22312GP	G19671XU	G96738CW	3
G01044ZK	Topology	1550.56047852	1928.98303041	G49695NW	G11764PR	G01044ZK	8
G01047YJ	BaseComposition	1115.42280308	1409.75145456	G01047YJ			6
G01055WR	Saccharide	312.105647	410.21519749	G25325JY	G71058CB	G38979OV	2
G01069AK	Saccharide	2077.74549812	2582.30890064	G70382FA	G54382UL	G11630WW	11
G01077MO	Saccharide	2733.97311086	3392.70866415	G25569EP	G23028IO	G66708DB	14
G01079BO	Topology	1642.60782269	2063.07732479	G35238PC	G53667BL	G01079BO	9
G01079KY	Saccharide	3247.17886591	4018.03961976	G53315IV	G96551LY	G45728TR	18
G01087FD	Topology	2734.99351197	3379.71341519	G28989NC	G74930DK	G01087FD	15
G01100DE	Saccharide	3247.17886591	4018.03961976	G53315IV	G96551LY	G24006CZ	18
G01107YB	Saccharide	2281.84527183	2814.4399745	G69107AL	G42085IV	G90451ON	13
G01120GS	Saccharide	2354.8616502	2915.487653	G80735OA	G64490RT	G76858GX	13
G01128ZO	Topology	395.106375295		G76650GT	G83526US	G01128ZO	2
G01130QM	Topology	2369.86131587	2930.48731867	G03785NN	G48898AL	G01130QM	13
G01132FQ	Saccharide	666.2218587	862.44095968	G90306QO	G31690TW	G67243SS	4
G01134UQ	Composition	2477.90357467	3094.59217775	G61065XW	G01134UQ		14
G01139KZ	Saccharide	1289.43924107	1625.81484275	G77976VJ	G39632CM	G76220DL	6
G01141WK	Saccharide	545.195584305	699.367735075	G05394UY	G96927TT	G49173WV	3
G01148IL	Saccharide	545.195584305	699.367735075	G46831QF	G27221EC	G92139GU	3
G01155JM	Saccharide	1761.57553632	2154.01373827	G01155JM			9
G01169EW	Saccharide	1786.65008149	2221.13523366	G83555HU	G01924ZE	G42824SU	10
G01178HS	Saccharide	2296.81978536	2857.44578816	G52478RN	G52223PR	G56688IB	12
G01179OJ	Topology	990.3275057	1270.6405071	G32030CB	G00803PJ	G01179OJ	6
G01180DW	Saccharide	1404.50256965	1754.8938214	G49155EM	G57403MY	G06443CT	7
G01180ZJ	Saccharide	2866.05175518	3538.80295854	G96002QE	G94172CO	G28327GI	16
G01181WH	Saccharide	1786.65008149	2221.13523366	G83555HU	G18140UF	G40988FW	10
G01182BO	Topology	707.248407805	903.467508785	G08590QR	G47270FQ	G01182BO	4
G01187XC	Saccharide	529.200669675	669.357170375	G54129SE	G02497EU	G22725MK	3
G01188EJ	Saccharide	820.29608631	1030.53083736	G42932DS	G58879PQ	G12750SG	4
G01190ZZ	Composition	1152.3803292	1474.74028081	G55913GS	G01190ZZ		7
G01197SX	Composition	504.1690352	658.34118597	G39365VM	G01197SX		3
G01200BW	Saccharide	2783.99865697	3456.74986033	G43037OL	G71751YA	G31651JD	16
G01202UA	Topology	2030.7560032	2507.28810558	G56610MH	G52494WI	G01202UA	11
G01203BZ	Saccharide	965.333594075	1217.61529533	G15864IF	G38539SC	G35609TJ	4
G01208GZ	Saccharide	2661.95198146	3306.67188468	G01791IN	G97763ON	G36122ZH	14
G01220PX	Saccharide	2206.75036841	2781.39202128	G58087IP	G57566HS	G08262RI	13
G01221DA	Saccharide	1626.61290806	2033.06676009	G17400PC	G96007CN	G81058IB	9
G01223AA	Saccharide	2882.0466698	3568.81352324	G55216FT	G81452FP	G16603TV	16
G01231VF	Topology	2955.08820031	3641.85505374	G22589VJ	G50599NT	G01231VF	17
G01232PN	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G51640ZU	4
G01237HZ	Saccharide	853.306316675	1077.5567178	G54630CD	G31022UW	G83220EJ	5
G01243KR	Saccharide	1608.60234336	1987.02489525	G61855PQ	G49358BI	G79093TF	9
G01244DB	Saccharide	2425.8623785	3014.51968144	G92821OG	G73510JF	G35465JY	12
G01254YI	Composition	1080.39692265	1346.69427398	G42613QM	G01254YI		5
G01260KW	Topology	853.306316675	1077.5567178	G54630CD	G31022UW	G01260KW	5
G01260QV	Topology	1396.48625091	1760.89315273	G41247ZX	G55725ZC	G01260QV	8
G01260RY	Saccharide	2044.69754491	2577.29224757	G83460ZZ	G33970PJ	G38540XA	12
G01268DU	Saccharide	1665.6238071	2058.06200906	G88725PI	G10821MC	G38365AD	9
G01269WV	Saccharide	998.34382444	1264.64117577	G14090IF	G29847FN	G34674RX	5
G01281PQ	Saccharide	924.30704497	1176.58874623	G82688EZ	G39383TH	G72879DK	4
G01282UD	Saccharide	1533.54516279	1911.96771468	G23293FT	G28640WB	G11061BV	7
G01296LJ	Saccharide	1509.53392942	1887.9564813	G40309AV	G87346MV	G96242HI	8
G01299ER	Saccharide	1188.42794808	1482.75659955	G42032FN	G54509QP	G50806EJ	7
G01300OI	Saccharide	1624.59725799	2017.03545995	G59937CP	G68013XJ	G67480NQ	9
G01303GF	Composition	1144.40173331	1438.73038478	G95024TJ	G01303GF		6
G01304XG	Saccharide	1380.49133628	1730.88258803	G16407EV	G05364NW	G42171JS	8
G01308XT	Saccharide	2662.97238257	3293.67663572	G02287BL	G84058QX	G47969ZU	15
G01310VF	Saccharide	3681.29614024	4564.28209465	G08182IE	G96816KA	G63567OG	18
G01316HN	Saccharide	1113.40715301	1393.72015442	G57317CE	G87030LJ	G31259RV	6
G01323LL	Saccharide	1989.7294541	2466.26155647	G85740DB	G95451TB	G91068WN	11
G01329EH	Saccharide	1364.49642165	1700.87202333	G38769OU	G01555RW	G33340GX	8
G01338AS	Saccharide	1786.65008149	2221.13523366	G83555HU	G01924ZE	G73347TR	10
G01342FO	Saccharide	3101.14610918	3815.94426275	G78811TO	G72093CP	G40241OL	18
G01347XI	Saccharide	545.195584305	699.367735075	G05394UY	G22331NZ	G94202MK	3
G01351CD	Saccharide	877.317550045	1101.56795117	G85811SG	G29176XQ	G60441MD	4
G01354KL	Saccharide	2733.97311086	3392.70866415	G25569EP	G58076ER	G05314WL	14
G01356OG	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G62082AD	3
G01356YS	Topology	545.195584305	699.367735075	G05394UY	G02653CW	G01356YS	3
G01357QI	Composition	1373.50798936	1723.89924111	G02649DA	G01357QI		6
G01361CV	Saccharide	2077.74549812	2582.30890064	G70382FA	G40436IV	G32340DX	11
G01361SX	Saccharide	830.32805512	1026.5471561	G84435MS	G11427SW	G57309FD	4
G01364WM	Saccharide	1316.48652562	1638.84647723	G35029YA	G15843XU	G26402SO	7
G01364ZC	Saccharide	1357.47535188	1735.89790376	G72268MB	G09527DH	G05862LB	8
G01367ZS	Saccharide	1624.59725799	2017.03545995	G59937CP	G05049YU		9
G01369KU	Saccharide	691.253493175	873.456944085	G11235SR	G25105CR	G32452JU	4
G01375NQ	Saccharide	2384.83582939	2973.49313233	G98235NV	G42472CY	G64343VU	12
G01378OV	Saccharide	1989.7294541	2466.26155647	G85740DB	G95451TB	G66492XF	11
G01386NB	Saccharide	2516.9144737	3119.58742671	G49739MP	G83783DS	G94658OO	14
G01396FD	Topology	1072.38060391	1352.69360531	G92050GC	G53487IK	G01396FD	6
G01406RR	Saccharide	2239.79832162	2786.40867436	G92357TM	G39456KE	G35622MN	12
G01410KF	Composition	1925.72464343	2374.22544568	G73430PD	G01410KF		10
G01414CL	Saccharide	1868.7031797	2303.18833187	G55382TU	G98288RW	G09244EU	10
G01416HI	Saccharide	383.142760805	495.267961365	G43417UB	G23052ZQ	G67200RM	2
G01437WY	Saccharide	1082.41257272	1362.72557412	G60053WK	G27119AL	G52173KV	5
G01440YK	Composition	1528.56489522	1921.00309718	G77569HB	G01440YK		9
G01443DG	Topology	2953.0473981	3667.84555167	G27898DM	G88089PY	G01443DG	15
G01445XB	Saccharide	1171.44901785	1465.77766933	G35324JT	G90731QG	G42658PX	6
G01447WV	Saccharide	367.147846175	465.257396665	G00194GV	G34329HY	G39631KX	2
G01450RG	Saccharide	894.33286578	1118.5832669	G93579XB	G99932KY	G40871OK	5
G01450UB	Saccharide	2733.97311086	3392.70866415	G25569EP	G58076ER	G44246UD	14
G01451IZ	Composition	591.201063635	787.420164615	G90121IM	G01451IZ		3
G01453BU	Saccharide	894.33286578	1118.5832669	G93579XB	G99932KY	G03127JO	5
G01453HD	Saccharide	1792.57011661	2199.02396864	G53664GU	G01453HD		9
G01455VM	Topology	1987.71380403	2464.2459064	G70492BH	G92180UW	G01455VM	10
G01457KB	Saccharide	1080.39692265	1346.69427398	G42613QM	G01254YI	G20264TJ	5
G01464ES	Saccharide	2208.80374133	2741.39844399	G49906RN	G80518RB	G19121KH	12
G01465MJ	Saccharide	2590.95125317	3221.65550632	G24797MR	G73565MO	G50491MP	14
G01473WV	Saccharide	1391.50732068	1727.88292236	G84164DF	G99834WZ	G76576GA	8
G01476LL	Saccharide	1314.47087555	1636.83082716	G28769WQ	G43375FB	G01476LL	6
G01476WA	Saccharide	1948.70290499	2425.23500737	G09197ZW	G96870OT	G29214ZG	11
G01480UG	Saccharide	911.254903305		G35789RG	G01480UG		4
G01489UZ	Saccharide	1932.70799036	2395.22444267	G60923RB	G81910EG	G11206YK	11
G01506GC	Topology	2458.87260886	3061.54556187	G53660UR	G17965US	G01506GC	13
G01513UO	Topology	1314.4331527	1678.84005452	G97591GH	G61307IR	G01513UO	8
G01514YB	Topology	2192.8088267	2711.38787929	G69364JQ	G95640AM	G01514YB	12
G01520KE	Saccharide	1626.61290806	2033.06676009	G17400PC	G35712MZ	G27624KL	9
G01521YU	Saccharide	2735.98876094	3394.72431423	G75568BH	G55033UT	G67005RB	15
G01525UQ	Topology	3392.21637367	4205.12407774	G10861OH	G89652IH	G01525UQ	18
G01527ZD	Topology	666.2218587	862.44095968	G90306QO	G31690TW	G01527ZD	4
G01533PK	Saccharide	757.275291245		G74964VW	G01533PK		3
G01534TU	Saccharide	383.142760805	495.267961365	G43417UB	G23052ZQ	G67200RM	2
G01535VC	Topology	2516.9144737	3119.58742671	G49739MP	G83783DS	G01535VC	14
G01541ZK	BaseComposition	1228.47048159	1536.81478313	G01541ZK			6
G01542OM	Saccharide	1243.47014726	1537.79879873	G61099GA	G22899CE	G94945SV	7
G01543ZX	Saccharide	2733.97311086	3392.70866415	G25569EP	G58076ER	G44246UD	14
G01544LX	Topology	990.3275057	1270.6405071	G32030CB	G59062KT	G01544LX	6
G01545QB	Saccharide	504.1690352	658.34118597	G39365VM	G39466FU	G27838JR	3
G01546PE	Saccharide	1055.36528817	1335.67828958	G48712FQ	G13771ME	G02581SF	5
G01555RW	Composition	1364.49642165	1700.87202333	G38769OU	G01555RW		8
G01556OR	Topology	600.20139797	768.38919881	G33589OZ	G33147DG	G01556OR	2
G01563KC	Composition	1371.49233929	1707.86794097	G76855PV	G01563KC		6
G01566HQ	Saccharide	1201.42319704	1509.76749859	G75998XY	G15531AF	G00975ZH	6
G01580PZ	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G89474SN	4
G01584VI	Saccharide	1261.48071195	1583.84066356	G45851AI	G22655LJ	G98975FF	7
G01587DQ	Saccharide	2896.02593437	3596.80843787	G41877YR	G42347VK	G15063TC	15
G01590HD	Saccharide	2044.69754491	2577.29224757	G83460ZZ	G91301DM	G27502BJ	12
G01595SM	Saccharide	894.33286578	1118.5832669	G93579XB	G12641NB	G19483CU	5
G01599BJ	Saccharide	342.1162117	454.24141226	G90627TW	G90960QG	G74417AF	2
G01600VV	Saccharide	1259.46506188	1567.80936342	G80475RE	G09140IH	G40932HD	7
G01602LO	Saccharide	545.195584305	699.367735075	G05394UY	G96927TT	G87068JH	3
G01604EO	BaseComposition	1550.56047852	1928.98303041	G01604EO			8
G01605NF	BaseComposition	2978.07903257	3678.86153608	G01605NF			15
G01606CH	Saccharide	2280.82487073	2827.43522346	G81088WT	G47289JI	G78073TA	12
G01607ZD	Saccharide	312.105647	410.21519749	G25325JY	G96227FY	G72224IL	2
G01608SJ	Topology	2557.94102281	3160.61397581	G89009DQ	G96154EW	G01608SJ	14
G01608UX	Saccharide	734.29569235	930.51479333	G72061XS	G44072KE	G79690CD	4
G01612MY	Saccharide	513.205755045	639.346605675	G74392IM	G87647RZ	G88499VE	3
G01613KN	Saccharide	2882.0466698	3568.81352324	G55216FT	G81452FP	G04794OZ	16
G01614ZM	Saccharide	965.333594075	1217.61529533	G15864IF	G38539SC	G35609TJ	4
G01625GQ	Saccharide	894.33286578	1118.5832669	G93579XB	G99932KY	G17649JJ	5
G01629YL	Saccharide	312.105647	410.21519749	G25325JY	G71058CB	G38979OV	2
G01633XH	BaseComposition	1697.63878849	2090.07699045	G01633XH			10
G01643LM	Saccharide	1769.63476576	2204.11991793	G54498TF	G11545WS	G20392AW	9
G01650CJ	Topology	3755.33291971	4652.33452419	G79098NN	G88438SU	G01650CJ	19
G01650EU	Saccharide	1890.66104015	2367.19314253	G60644BF	G01650EU		10
G01650PH	Saccharide	853.306316675	1077.5567178	G54630CD	G82935CH	G29900GO	5
G01654FP	Saccharide	2223.80340699	2756.39810966	G83282IU	G79625ND	G37559NT	12
G01657UH	Saccharide	997.323423335	1277.63642473	G19185OK	G09223MU	G28378DY	4
G01659NO	Saccharide	1722.64527083	2129.09912286	G83633GK	G42734XB	G61136BX	9
G01665LU	Saccharide	1826.65622949	2289.1726818	G16736KX	G88459JI	G10104VB	8
G01666TL	BaseComposition	513.205755045	639.346605675	G01666TL			3
G01669LU	Saccharide	2296.81978536	2857.44578816	G52478RN	G52223PR	G09811CA	12
G01670UQ	Saccharide	1931.68758926	2408.21969164	G15175QG	G32207JL	G37427AX	10
G01675YF	Topology	545.195584305	699.367735075	G05394UY	G27221EC	G01675YF	3
G01680CB	Saccharide	1915.69267463	2378.20912694	G12295AY	G71834LX	G21530HL	10
G01690DX	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G83914PP	3
G01695WQ	Topology	1259.46506188	1567.80936342	G80475RE	G00628MV	G01695WQ	7
G01696BA	Topology	600.20139797	754.37354874	G28155JW	G75346VK	G01696BA	3
G01698QO	Saccharide	1193.4068783	1515.76682992	G05645NK	G99374HY	G06767JY	7
G01699OT	Topology	2879.01061863	3579.79312213	G98715EM	G58318SA	G01699OT	14
G01706RV	Saccharide	529.200669675	669.357170375	G54129SE	G02497EU	G42357OQ	3
G01707KB	Saccharide	789.301506015	985.520606995	G88713AC	G71743JP	G23649LV	4
G01708UF	Saccharide	998.34382444	1264.64117577	G14090IF	G29847FN	G22875VT	5
G01713HS	Saccharide	1201.42319704	1509.76749859	G75998XY	G62178NA	G00975ZH	6
G01714NT	Saccharide	691.253493175	873.456944085	G11235SR	G25105CR	G57736AH	4
G01716TC	Topology	3390.2007236	4203.10842766	G35280FV	G02256NN	G01716TC	17
G01722AX	Topology	2263.80955499	2810.41990773	G79504ED	G58221RE	G01722AX	11
G01722HI	Saccharide	690.23309207	886.45219305	G32118LZ	G69538RU	G04760HF	3
G01725BW	Topology	1398.45899028	1720.81894189	G93060PB	G35775NA	G01725BW	7
G01726AR	Saccharide	894.33286578	1118.5832669	G93579XB	G99932KY	G40871OK	5
G01726PL	Saccharide	2368.84091476	2943.48256763	G42039FI	G83385WA	G69616RY	12
G01727PW	Saccharide	2587.915202	3218.61945515	G34447YB	G60942FK	G77329AN	13
G01730TA	Saccharide	2118.77204723	2623.33544975	G26469QK	G09782NR	G73917HK	11
G01732WP	Topology	2315.85075117	2890.49240404	G62913ZS	G99168JE	G01732WP	13
G01741TB	Topology	2030.7560032	2507.28810558	G56610MH	G52494WI	G01741TB	11
G01742GV	Topology	1972.71413836	2449.24624074	G93838EE	G07975HS	G01742GV	10
G01744JD	Saccharide	1535.585965	1885.97721674	G51434LA	G86537CU	G60864NI	9
G01746BG	Composition	573.154113425	727.326264195	G52952NI	G01746BG		3
G01747AF	Topology	880.31721571	1104.56761683	G18999EB	G66541DL	G01747AF	5
G01747FB	Saccharide	880.35360122	1104.60400234	G55594JP	G75809BS	G70776TD	5
G01748MD	Saccharide	1348.50150702	1670.86145863	G18081HD	G05076OF	G55820DG	8
G01749YL	Saccharide	1519.56589823	1883.97280004	G49955PK	G97859UQ	G07176DR	8
G01759NM	Saccharide	748.27495691	944.49405789	G53434XO	G51934ND	G51057EI	4
G01760ZU	Saccharide	1072.38060391	1352.69360531	G92050GC	G86052EW	G46554NZ	6
G01765SB	Topology	1989.7294541	2466.26155647	G85740DB	G64730RH	G01765SB	11
G01765ZR	Saccharide	545.195584305	699.367735075	G05394UY	G75641SG	G36808OX	3
G01767JJ	Saccharide	998.34382444	1264.64117577	G14090IF	G08718YM	G78620TU	5
G01769FS	Saccharide	2448.79772935	3009.42373215	G24652NC	G94058BV	G28436QW	12
G01778PX	Saccharide	488.17412057	628.33062127	G89864HJ	G58169SI	G99029QP	3
G01779GQ	Topology	2735.98876094	3394.72431423	G75568BH	G55033UT	G01779GQ	15
G01784XC	Saccharide	734.29569235	930.51479333	G72061XS	G44072KE	G32104HQ	4
G01789AQ	Saccharide	3027.08417757	3769.91363128	G66403JV	G19326PJ	G43454YS	15
G01791IN	BaseComposition	2661.95198146	3306.67188468	G01791IN			14
G01791PK	Saccharide	1259.46506188	1567.80936342	G80475RE	G61437IT	G11553OP	7
G01797UE	BaseComposition	3697.29105487	4594.29265935	G01797UE			18
G01799XU	Saccharide	998.34382444	1264.64117577	G14090IF	G08718YM	G78620TU	5
G01801SZ	Saccharide	748.27495691	944.49405789	G63628AV	G51934ND	G82354BQ	4
G01802HL	Saccharide	1553.5965297	1932.01908159	G57308IZ	G46103VI	G51994JG	9
G01804GG	Topology	1189.2156484		G21103RE	G52961LR	G01804GG	6
G01817YC	Saccharide	2774.99965997	3433.73521326	G90066XJ	G69860JP	G46810SC	14
G01818NQ	Saccharide	2192.8088267	2711.38787929	G69364JQ	G95640AM	G13867XG	12
G01820ZB	Saccharide	796.28485294	1006.51960399	G07888KH	G68380FW	G51285RQ	5
G01821IJ	Composition	2209.82414243	2742.4188451	G26237XF	G01821IJ		12
G01822KD	Saccharide	1771.65041583	2220.15121807	G56656NW	G52639FD	G09163PD	9
G01823EY	Saccharide	529.200669675	669.357170375	G54129SE	G57207CV	G27915NW	3
G01836CN	Saccharide	1023.37545891	1275.65716017	G12344AO	G62204DP	G43892EI	5
G01846YN	Saccharide	342.1162117	454.24141226	G90627TW	G45116DB	G50185CM	2
G01854VF	Saccharide	367.147846175	465.257396665	G00194GV	G34329HY	G41992AB	2
G01855OX	Saccharide	2110.75572849	2629.33478108	G62595EF	G80542OK	G73905BX	12
G01856RL	Saccharide	1947.68250389	2438.23025633	G68486KE	G18535SF	G44617JK	10
G01859LC	Saccharide	1478.53934912	1842.94625094	G72787SB	G14445VK	G02654ED	8
G01864SU	Saccharide	221.089937305	291.168187655	G87682NE	G01864SU		1
G01866TT	Saccharide	1155.34494669	1435.65794809	G51123ZO	G67481CN	G93437CJ	6
G01868JD	Saccharide	2719.9938463	3364.71374952	G17650MH	G34399PU	G60521JM	15
G01869FL	Saccharide	1391.54370619	1727.91930787	G93450HB	G19404JT	G93814YA	8
G01878VC	Saccharide	633.211628335	815.415079245	G62055US	G35498QW	G15736PY	3
G01883MR	BaseComposition	3041.06344213	3783.89289584	G01883MR			15
G01886VT	Topology	894.33286578	1118.5832669	G93579XB	G40076YB	G01886VT	5
G01891JS	Saccharide	2222.78300589	2769.39335862	G49174JP	G73366EA	G38851IY	11
G01894QP	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G62082AD	3
G01908DT	Composition	1829.69228066	2278.19308291	G31625VP	G01908DT		10
G01912KI	Saccharide	1989.7294541	2466.26155647	G85740DB	G64730RH	G48825UP	11
G01912QV	Saccharide	2223.80340699	2756.39810966	G83282IU	G79625ND	G02079RR	12
G01923XE	Saccharide	2645.95706684	3276.66131999	G07238DT	G32225EF	G56513ZL	14
G01924CV	Saccharide	463.099575395	561.209125885	G88563PL	G01924CV		2
G01924ZE	Composition	1786.65008149	2221.13523366	G83555HU	G01924ZE		10
G01933LC	Topology	1152.3803292	1474.74028081	G55913GS	G01190ZZ	G01933LC	7
G01935FK	Saccharide	1786.65008149	2221.13523366	G83555HU	G01924ZE	G42824SU	10
G01945QJ	Saccharide	545.195584305	699.367735075	G05394UY	G22331NZ	G24735SG	3
G01947XZ	Composition	1349.49675598	1699.88800773	G51508HL	G01947XZ		7
G01954BU	Saccharide	2571.92028737	3188.60889045	G29851JI	G52264SX	G65573RJ	13
G01958XE	Topology	2514.89882363	3117.57177664	G84161GO	G07328FD	G01958XE	13
G01962RN	Saccharide	2879.01061863	3579.79312213	G98715EM	G58318SA	G67579EM	14
G01966AZ	Topology	435.068275255		G15067LN	G38050LU	G01966AZ	2
G01968NV	Saccharide	3101.14610918	3815.94426275	G78811TO	G72093CP	G58382MO	18
G01972UA	Topology	3025.0685275	3753.88233114	G13300LP	G28352HT	G01972UA	15
G01994DD	Saccharide	504.1690352	658.34118597	G39365VM	G89489JX	G97460BJ	3
G01996DN	Saccharide	2911.00044789	3639.81425153	G89003GB	G01996DN		14
G01998SG	Composition	1722.64527083	2129.09912286	G83633GK	G01998SG		9
G01999JH	Saccharide	1437.51280002	1801.91970183	G39446WN	G32909UL	G43463XA	8
G01999QR	Saccharide	504.1690352	658.34118597	G39365VM	G09269CO	G58124XI	3
G01999ZH	Saccharide	748.27495691	944.49405789	G53434XO	G13934DF	G25259XE	4
G02000AU	Saccharide	2071.78255231	2548.31465468	G67367OT	G54800IU	G97100SS	11
G02020YO	Saccharide	734.29569235	930.51479333	G72061XS	G75529OX	G63461XJ	4
G02021XC	Saccharide	1398.50190098	1776.92445287	G96042XF	G98643XP	G26179IS	8
G02025MF	Saccharide	3304.22548179	4061.07058556	G87183DD	G65391WE	G61009AA	19
G02029PW	Saccharide	1026.37512458	1278.65682584	G95440AJ	G50312CA	G75067CP	6
G02032MW	Saccharide	1243.47014726	1537.79879873	G61099GA	G06194QO	G50183RQ	7
G02038LQ	Saccharide	1404.50256965	1754.8938214	G49155EM	G27021HB	G36043JE	7
G02042KH	Topology	830.24742157	1026.46652255	G47333SK	G60423RL	G02042KH	4
G02043YW	Topology	2384.83582939	2973.49313233	G62663SV	G98069EP	G02043YW	12
G02044PV	Topology	3025.0685275	3753.88233114	G13300LP	G28352HT	G02044PV	15
G02045OB	Saccharide	1236.48680033	1516.79980173	G63612VM	G11432AF	G61415TZ	6
G02049XR	Composition	4325.56013849	5348.7025936	G19185PQ	G02049XR		23
G02050BR	Saccharide	1599.56562351	2006.01947554	G72735IY	G70162OM	G89326DO	9
G02054AQ	Topology	1259.46506188	1567.80936342	G80475RE	G09140IH	G02054AQ	7
G02054MB	Topology	1722.64527083	2129.09912286	G83633GK	G30306AR	G02054MB	9
G02056RY	Topology	1259.46506188	1567.80936342	G80475RE	G98983WU	G02056RY	7
G02065HZ	Topology	707.248407805	903.467508785	G08590QR	G47270FQ	G02065HZ	4
G02066SJ	Topology	2063.76623357	2568.32963608	G75710VK	G21774QC	G02066SJ	11
G02073FK	Saccharide	674.23817744	856.44162835	G22312GP	G37772BP	G99563LI	3
G02074UZ	Topology	1097.41223838	1363.70958971	G02809YH	G59768MW	G02074UZ	6
G02079RR	Topology	2223.80340699	2756.39810966	G83282IU	G79625ND	G02079RR	12
G02080VH	Topology	3755.33291971	4652.33452419	G79098NN	G88438SU	G02080VH	19
G02086TB	Saccharide	762.13067722	902.28717792	G27525WI	G16342TP	G65154AP	3
G02089YL	Topology	1058.40133935	1338.71434075	G73134BJ	G43523SA	G02089YL	6
G02096RK	Topology	1055.36528817	1335.67828958	G48712FQ	G13771ME	G02096RK	5
G02096VT	Saccharide	990.3275057	1270.6405071	G32030CB	G59062KT	G98877DP	6
G02103WZ	BaseComposition	1667.63945717	2074.0933092	G02103WZ			9
G02109YE	Topology	2239.79832162	2786.40867436	G92357TM	G98433CL	G02109YE	12
G02115LJ	Topology	2313.8351011	2874.4611039	G85987RP	G11787WA	G02115LJ	13
